timestamp,open,high,low,close,volume
2020-02-17,1.08382,1.0851,1.0827,1.08364,0.0
2020-02-18,1.0837,1.08373,1.0785,1.07942,0.0
2020-02-19,1.0795,1.0812,1.078,1.08082,0.0
2020-02-20,1.08081,1.08211,1.0777,1.07868,0.0
2020-02-21,1.07872,1.08635,1.0783,1.08471,0.0
2020-02-24,1.08298,1.08722,1.0804,1.08519,0.0
2020-02-25,1.08518,1.08903,1.0828,1.08804,0.0
2020-02-26,1.08807,1.09087,1.0853,1.0882,0.0
2020-02-27,1.08822,1.10066,1.0878,1.10024,0.0
2020-02-28,1.10024,1.10531,1.0949,1.10289,0.0
2020-03-02,1.1046,1.11846,1.1035,1.11388,0.0
2020-03-03,1.11385,1.12135,1.1094,1.1169,0.0
2020-03-04,1.1169,1.11876,1.1094,1.11332,0.0
2020-03-05,1.11329,1.1245,1.1118,1.1231,0.0
2020-03-06,1.12302,1.1355,1.12106,1.1285,0.0
2020-03-09,1.13868,1.14961,1.1355,1.14381,0.0
2020-03-10,1.14386,1.1439,1.1274,1.1307,0.0
2020-03-11,1.13085,1.13667,1.1249,1.12583,0.0
2020-03-12,1.12586,1.13336,1.1054,1.11757,0.0
2020-03-13,1.11756,1.12213,1.1053,1.1105,0.0
2020-03-16,1.1157,1.12367,1.10845,1.11677,0.0
2020-03-17,1.11676,1.11893,1.0954,1.1015,0.0
2020-03-18,1.1015,1.10452,1.0801,1.09326,0.0
2020-03-19,1.09327,1.09818,1.06529,1.06635,0.0
2020-03-20,1.06635,1.0831,1.0636,1.06929,0.0
2020-03-23,1.06586,1.08282,1.0656,1.07449,0.0
2020-03-24,1.07452,1.08881,1.0742,1.081,0.0
2020-03-25,1.08116,1.08939,1.0759,1.08806,0.0
2020-03-26,1.08806,1.10588,1.0873,1.10343,0.0
2020-03-27,1.1034,1.11473,1.09529,1.114,0.0
2020-03-30,1.11098,1.11444,1.1008,1.10414,0.0
2020-03-31,1.10418,1.1043,1.0925,1.1023,0.0
2020-04-01,1.1023,1.10374,1.0901,1.09555,0.0
2020-04-02,1.09561,1.09645,1.0819,1.08495,0.0
2020-04-03,1.08498,1.08553,1.0771,1.08124,0.0
2020-04-06,1.08175,1.08356,1.0767,1.07849,0.0
2020-04-07,1.07849,1.09263,1.0783,1.0892,0.0
2020-04-08,1.08922,1.09021,1.0829,1.0859,0.0
2020-04-09,1.08591,1.09516,1.084,1.09262,0.0
2020-04-10,1.09264,1.09527,1.0917,1.09317,0.0
2020-04-13,1.09366,1.09678,1.0891,1.09146,0.0
2020-04-14,1.09146,1.09908,1.0913,1.0983,0.0
2020-04-15,1.09837,1.09881,1.0855,1.0901,0.0
2020-04-16,1.09019,1.09073,1.0815,1.08601,0.0
2020-04-17,1.086,1.08927,1.081,1.08735,0.0
2020-04-20,1.08677,1.08969,1.084,1.08641,0.0
2020-04-21,1.08641,1.08803,1.0815,1.08537,0.0
2020-04-22,1.08535,1.08853,1.0802,1.08229,0.0
2020-04-23,1.08231,1.08468,1.0755,1.07798,0.0
2020-04-24,1.07798,1.08296,1.0725,1.08242,0.0
2020-04-27,1.0817,1.08604,1.081,1.08285,0.0
2020-04-28,1.08287,1.08885,1.0808,1.0823,0.0
2020-04-29,1.08253,1.08857,1.0822,1.08745,0.0
2020-04-30,1.08748,1.09728,1.08327,1.0943,0.0
2020-05-01,1.0943,1.1019,1.0933,1.09798,0.0
2020-05-04,1.09564,1.09625,1.0894,1.0904,0.0
2020-05-05,1.0904,1.0926,1.0825,1.08437,0.0
2020-05-06,1.08057,1.0817,1.0789,1.0797,0.0
2020-05-07,1.07983,1.0841,1.0764,1.08376,0.0
2020-05-08,1.0836,1.08757,1.0814,1.08379,0.0
2020-05-11,1.08346,1.08505,1.0799,1.0809,0.0
2020-05-12,1.08096,1.08852,1.0783,1.08516,0.0
2020-05-13,1.08514,1.08965,1.081,1.08181,0.0
2020-05-14,1.08181,1.0824,1.0773,1.08027,0.0
2020-05-15,1.08032,1.08512,1.0788,1.08179,0.0
2020-05-18,1.08205,1.0927,1.0798,1.09158,0.0
2020-05-19,1.09166,1.09761,1.0901,1.09234,0.0
2020-05-20,1.09239,1.0999,1.092,1.0978,0.0
2020-05-21,1.09791,1.10085,1.0936,1.09502,0.0
2020-05-22,1.09507,1.0956,1.0884,1.09,0.0
2020-05-25,1.09037,1.09145,1.0869,1.08944,0.0
2020-05-26,1.08948,1.0996,1.0893,1.09817,0.0
2020-05-27,1.09818,1.10309,1.0933,1.10125,0.0
2020-05-28,1.10132,1.10936,1.099,1.10734,0.0
2020-05-29,1.10733,1.11452,1.1068,1.11069,0.0
2020-06-01,1.1111,1.11541,1.1099,1.1131,0.0
2020-06-02,1.1132,1.1196,1.1113,1.1172,0.0
2020-06-03,1.1172,1.12579,1.1167,1.1231,0.0
2020-06-04,1.12323,1.13627,1.1193,1.13211,0.0
2020-06-05,1.13369,1.1384,1.1276,1.12873,0.0
2020-06-08,1.13011,1.13198,1.1266,1.1293,0.0
2020-06-09,1.12944,1.13638,1.1239,1.1338,0.0
2020-06-10,1.1339,1.14225,1.13209,1.1376,0.0
2020-06-11,1.13773,1.14037,1.1285,1.12985,0.0
2020-06-12,1.1298,1.13406,1.1211,1.12601,0.0
